Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09397147151831743,-0.11882471207749817,0.1690677911173898,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.17251764750780801,0.21607767645195858,0.07958540477916139,-0.2205498747533078,0.3998181410644962,-0.09511351693944256,-0.18788881552420325,0.6563427350298665,-0.05829228878893156,0.11671610780858778,0.6604223277992091,-0.04424217993935005,0.17992321971823433,0.39172269034831547,-0.061627138761644454,0.16345377061176403,0.2018854584189702,0.09391973756990434,-0.032222522816559844,0.7264731228484288,-0.03027018807471779,-0.0030317654420384276,0.9291772578887958,-0.026231030735664757,-0.002518368276942795,0.856417756936285,0.097884016577935,0.009442480123411564,0.8866259375971829,0.05605990647130512,-0.02824592226054087,0.8864086381526938,0.0570354879833188,0.06261707326924407,0.8639002485973953,-0.018141706318971072,-0.08722778082298197,0.8583023530891959,-0.008393483491041897,-0.0058364024828741895,0.28710085343725544,-0.036836285422795476
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09455824571666262,-0.12137675008236534,0.17138399354075862,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.17520342908798145,0.22218672803567696,0.0843999028141977,-0.2221483387177147,0.40270767762278653,-0.09233035031885224,-0.1872352598808635,0.6639698125676147,-0.05463570002608078,0.11898756070606369,0.6683045791387096,-0.04414219303308541,0.1803209983569591,0.39821434171900755,-0.0655229073664092,0.16662037157033682,0.21035597945865314,0.09452885708257594,-0.03119846059958286,0.7362604156310302,-0.028141997969835627,-0.0048088284208190534,0.9413861081837078,-0.024142717001405446,-0.004363066128578756,0.8692092572330251,0.10098935823148834,0.011077299169804334,0.8995403846768005,0.05925793211812926,-0.030952727154457595,0.8996652993433677,0.0600321410526112,0.06201676680840278,0.874518763720433,-0.01739267662483349,-0.08812680115621606,0.8707331777028507,-0.011308974085999136,-0.006019524877375726,0.2880437581355564,-0.037297647343243034
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09521210355526621,-0.12371425182592574,0.17382321116265548,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.1778713251246453,0.22731278119093992,0.08870491717246291,-0.22367230065669214,0.40569296151691253,-0.09008173174505758,-0.186601390884045,0.6712738647407676,-0.05143819129207509,0.12119618441873171,0.6759184009240883,-0.044033967441261146,0.18088002505509004,0.4043902337509709,-0.06902237985419687,0.16963247200766146,0.21737374464487375,0.09542512720749478,-0.030199781297114814,0.7455490822496689,-0.026235282762176747,-0.00652496956813604,0.9529786612463846,-0.022181249719462167,-0.0061440751488474905,0.8812036979068253,0.10390902925445773,0.012534471804967653,0.9117029927836426,0.06225739755457988,-0.03355611945024627,0.9121166473956761,0.06284270055117921,0.06144303877296158,0.8846395968616506,-0.016661142530354257,-0.08900172483844848,0.8824762532158451,-0.013749186920831005,-0.006481495842172141,0.29545402410563826,-0.03583584388280582
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09593114014938708,-0.12584341514060232,0.1763563535450112,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.18052073935096918,0.2315317766570816,0.09251597940464011,-0.2251230598713656,0.4087618335879278,-0.08835004971909466,-0.18598697702474587,0.6782619680009426,-0.04868505674092661,0.12334271568094968,0.6832643105300853,-0.043917634081633856,0.1815921005103723,0.41025750931375643,-0.0721395692906991,0.1724711564454682,0.22309632246601022,0.09658409783895601,-0.029226245089560114,0.7543523403386193,-0.024543139675632177,-0.008181062520713425,0.9639698584321569,-0.020343020013715272,-0.007862128276276885,0.8924261056961637,0.10664776128514147,0.013820126658655854,0.9231354260870464,0.0650638814858989,-0.03605764678924305,0.92378696394886,0.06547223716129563,0.060895461397449224,0.894274262355302,-0.01594733680881896,-0.08985280680775314,0.893549639819325,-0.015743824066328804,-0.0066380300183655205,0.29488411718264007,-0.03510151640674386
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09671345061428416,-0.12777043785881795,0.17895433024975652,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.18315107550012238,0.23491965517343588,0.09584862106141222,-0.22650191566286057,0.4119021346768855,-0.08711769274199958,-0.18539178679396445,0.6849411987997576,-0.04636159052664739,0.12542789122707557,0.6903428253314395,-0.043793323871960194,0.1824490254205511,0.4158233112769148,-0.07488848874160739,0.17511750940548718,0.22768128141044044,0.09798131887125477,-0.028277612157323117,0.7626834075321554,-0.023058665934092875,-0.009777980915275252,0.9743746410963543,-0.01862441900804509,-0.00951795844939484,0.9029015073395179,0.10921028596183777,0.014940392360623255,0.9338593487563477,0.06768296261732822,-0.03845885681278415,0.9347005306421591,0.06792582156523319,0.060373606916394526,0.9034342745356392,-0.01525149223351317,-0.09068030200220392,0.9039713977044361,-0.017322587593283822,-0.006022845944322411,0.2918803640856459,-0.03512096008834892
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09755713006521624,-0.12950151781299574,0.18158805083882246,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.18576173730527468,0.23755235747933673,0.09871837369346236,-0.22781016733230247,0.41510170562483933,-0.08636704931480849,-0.1848155886826987,0.6913186335888308,-0.044453086803249546,0.12745244779146708,0.6971544627028906,-0.043661167729996765,0.18344260048337174,0.42109478250999716,-0.07728315127261343,0.17755261540944875,0.23128618996654277,0.09959234019868622,-0.027353642680808237,0.7705555014645514,-0.021774958761449872,-0.011316598388545556,0.9842079505943082,-0.017021837826331983,-0.011112298606729245,0.912654929575366,0.11160133492284498,0.015901397540624196,0.9438964249608834,0.07012021965410978,-0.04076129716220574,0.9448816291148145,0.07020852444526472,0.059877047564326234,0.9121311477369165,-0.014573841577722478,-0.09148446535987473,0.9137595870623244,-0.018515179572487356,-0.005884946017487666,0.29042690688436035,-0.03522390523904853
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09846027361744226,-0.13104285283555847,0.1842284248741396,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.1883521284995955,0.23950582431411818,0.1011407688514735,-0.22904911418081678,0.4183483872728426,-0.08608050793855752,-0.18425815118194702,0.6974013488197794,-0.042944839724745186,0.1294171221084823,0.7036997400191778,-0.04352129657350021,0.18456462639657936,0.42607906588255406,-0.0793375699494087,0.17975755897908302,0.2340686166226951,0.10139271171554552,-0.026454096840419838,0.7779818397700817,-0.02068511538159415,-0.012797788577248373,0.9934847282813483,-0.015531667592456284,-0.01264588168680799,0.9217113991421859,0.11382563980646135,0.016709270828412993,0.9532683188699895,0.07238123130148552,-0.042966515478844,0.9543545410060664,0.07232541648366297,0.05940535557577315,0.9203763962933865,-0.01391461761473246,-0.09226555181883948,0.9229322680841356,-0.019351302074730712,-0.006711394095920836,0.29615622707750433,-0.03557716858127624
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.09942097638622106,-0.1324006407589292,0.1868463619176389,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.19092165281625456,0.24085599641711417,0.1031313380861287,-0.2302200555095289,0.42163002046194875,-0.08624045711428278,-0.18371924278270738,0.7031964209442219,-0.04182214344514641,0.131322650912479,0.7099791746550402,-0.04337384132022713,0.18580690385791923,0.43078330426413664,-0.0810657578376848,0.18171342463612025,0.23618612986727558,0.10335798331612776,-0.025578734816562324,0.7849756400830202,-0.019782233018416716,-0.014222425118107744,1.0022199155128053,-0.014150299430298352,-0.014119440628158971,0.9300959427784554,0.11588793225098518,0.01737014085374398,0.9619966946530027,0.07447157626469733,-0.04507605940403512,0.9631435479551553,0.07428156836270075,0.05895810318526407,0.9281815345393027,-0.013274053117828699,-0.09302381631717205,0.9315075009610153,-0.019860657170805165,-0.006689420323046327,0.2956910539243023,-0.0351020365130615
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.1004373334868115,-0.13358107941553088,0.18941277153125124,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.1934697139884212,0.24167881452765866,0.10470561294811097,-0.2313242906195644,0.4249344460332114,-0.08682928534302038,-0.18319863197597802,0.7087109264137756,-0.041070292118465294,0.1331697709378151,0.7159932839852177,-0.043218932887934165,0.18716123356513656,0.43521464052429554,-0.08248172800313336,0.18340129690229076,0.23779629818866235,0.10546370489472816,-0.02472731678964007,0.7915501200376415,-0.019059408895808563,-0.015591381647847711,1.01042845364401,-0.01287412446373852,-0.015533708369310083,0.9378335872226529,0.11779294389471473,0.017890136246371494,0.97010321647926,0.07639683324898718,-0.04709147657911527,0.9712729316013226,0.07608205076465084,0.058534862627327766,0.9355580768089184,-0.01265238086029677,-0.09375951379294632,0.9395033458841102,-0.020072946931502047,-0.006138921497402555,0.29211066456900586,-0.035036460061925095
-0.16174704182632169,-0.5888039358710208,0.21776863462138474,-0.10150744003447248,-0.1345903666377864,0.1918985632769074,-0.14464569949479317,0.29973753578236795,-0.05614372473898037,0.1333664681574074,0.2959835493742453,-0.04229439605484754,0.10800294733813111,-0.10963817581226544,0.16713774149394445,0.1187741013256029,-0.6058269260651759,0.21071803634809835,-0.19599571574926505,0.2420502193850857,0.10587912498810328,-0.23236311881204857,0.4282495048276836,-0.08782938112580646,-0.18269608725275713,0.7139519416800584,-0.04067457989871395,0.13495921891884843,0.721742585384449,-0.04305670219437795,0.1886194162159766,0.43938021753258155,-0.08359949351144591,0.18480226029932462,0.23905669007523347,0.1076854263456418,-0.023899602940057465,0.7977184972682192,-0.018509740237660683,-0.016905531803192306,1.018125284030292,-0.011699533816657143,-0.01688941784878921,0.9449493592132554,0.11954540637594825,0.018275385636049843,0.9776095485180969,0.07816258095959694,-0.04901431464542066,0.9787669735838073,0.07773193437178598,0.058135206136493,0.9425175374364867,-0.01204983361542226,-0.0944728991842362,0.9469378630445651,-0.020017873427612614,-0.005806209337486795,0.28746289784383827,-0.03488645416499877
